samples_proportion,x_vars_proportion,train_time,valid_time,accuracy
4,2,3070400,4100,0.905455
5,2,4825100,5500,0.912727
6,2,6602300,7000,0.934545
7,2,10638200,9200,0.941818
8,2,13089500,8300,0.938182
1,3,303200,1300,0.934545
2,3,1166000,2400,0.96
3,3,2992200,3100,0.949091
4,3,5084800,4400,0.956364
5,3,8456500,4900,0.967273
6,3,11447800,6000,0.974545
7,3,16118100,6900,0.974545
8,3,20575500,7900,0.970909
1,4,402300,1400,0.934545
2,4,1549300,2500,0.967273
3,4,4043200,3400,0.963636
4,4,6705500,4500,0.956364
5,4,11049100,4900,0.978182
6,4,16691000,5800,0.967273
7,4,21742200,7100,0.978182
8,4,28548300,8700,0.974545
1,1,94500,1500,0.803636
2,1,373900,2900,0.84
3,1,859800,3800,0.810909
4,1,1492000,4600,0.807273
5,1,2290300,5500,0.825455
6,1,3365800,5900,0.818182
7,1,4614800,7800,0.821818
8,1,6120000,8700,0.818182
1,2,173200,1000,0.901818
2,2,700600,2600,0.898182
3,2,1711500,3800,0.898182
4,2,3376100,4200,0.905455
5,2,5632200,5400,0.912727
6,2,6587500,6900,0.934545
7,2,9576100,8300,0.941818
8,2,12560200,8800,0.938182
1,3,342000,1800,0.934545
2,3,1293200,2400,0.96
3,3,3811900,3400,0.949091
4,3,6046700,4700,0.956364
5,3,9103400,4800,0.967273
6,3,11366400,6100,0.974545
7,3,15839500,7100,0.974545
8,3,20416300,8100,0.970909
1,4,408700,1200,0.934545
2,4,1568700,2500,0.967273
3,4,4014400,3000,0.963636
4,4,6831600,4300,0.956364
5,4,11180600,4900,0.978182
6,4,16113900,5800,0.967273
7,4,21429800,7100,0.978182
8,4,27532200,8000,0.974545
1,1,97200,1300,0.803636
2,1,384200,2900,0.84
3,1,900900,3800,0.810909
4,1,1497700,4600,0.807273
5,1,2350500,5500,0.825455
6,1,3400400,6400,0.818182
7,1,4734300,8100,0.821818
8,1,6151200,8200,0.818182
1,2,178200,1100,0.901818
2,2,701500,2600,0.898182
3,2,1741000,3400,0.898182
4,2,3184100,4400,0.905455
5,2,4889500,5200,0.912727
6,2,6780900,6900,0.934545
7,2,9772300,8300,0.941818
8,2,12903800,8800,0.938182
1,3,340700,1500,0.934545
2,3,1318500,2800,0.96
3,3,2998900,3400,0.949091
4,3,5600300,4500,0.956364
5,3,8334900,4900,0.967273
6,3,11295000,5900,0.974545
7,3,15862500,7000,0.974545
8,3,20561500,8200,0.970909
1,4,419400,1700,0.934545
2,4,1554100,2200,0.967273
3,4,3991700,3300,0.963636
4,4,7355400,4100,0.956364
5,4,11142900,5000,0.978182
6,4,16174000,5900,0.967273
7,4,21094600,6600,0.978182
8,4,27618200,8500,0.974545
1,1,95500,1200,0.803636
2,1,376300,2600,0.84
3,1,861200,3600,0.810909
4,1,1620500,4600,0.807273
5,1,2476600,5600,0.825455
6,1,3550500,6100,0.818182
7,1,4961500,8200,0.821818
8,1,6500300,8100,0.818182
1,2,173000,1000,0.901818
2,2,697800,2600,0.898182
3,2,1753100,3600,0.898182
4,2,3054200,4400,0.905455
5,2,4867900,5600,0.912727
6,2,6917300,7000,0.934545
7,2,9564600,7800,0.941818
8,2,13385000,8400,0.938182
1,3,327000,1200,0.934545
2,3,1172100,2800,0.96
3,3,2998900,3100,0.949091
4,3,4965100,4400,0.956364
5,3,8357100,5000,0.967273
6,3,12107900,6000,0.974545
7,3,16184800,7000,0.974545
8,3,20609100,8400,0.970909
1,4,408700,1300,0.934545
2,4,1571600,2400,0.967273
3,4,4017500,3300,0.963636
4,4,6819100,4300,0.956364
5,4,11155200,5200,0.978182
6,4,16333500,6500,0.967273
7,4,22147200,8100,0.978182
8,4,29808300,8000,0.974545
1,1,93600,1100,0.803636
2,1,377000,2600,0.84
3,1,863500,3500,0.810909
4,1,1492000,5000,0.807273
5,1,2294600,5700,0.825455
6,1,3342900,6500,0.818182
7,1,4598000,8100,0.821818
8,1,6081400,8900,0.818182
1,2,176700,1100,0.901818
2,2,698100,2700,0.898182
3,2,1707100,3300,0.898182
4,2,3067000,15100,0.905455
5,2,4799300,5700,0.912727
6,2,6612500,7100,0.934545
7,2,9685900,8400,0.941818
8,2,12773500,9000,0.938182
1,3,308400,1300,0.934545
2,3,1182300,2300,0.96
3,3,3015100,3100,0.949091
4,3,4988800,4200,0.956364
5,3,8348400,4900,0.967273
6,3,11432400,5900,0.974545
7,3,15877800,6700,0.974545
8,3,20426400,8700,0.970909
1,4,423400,1200,0.934545
2,4,1577000,2400,0.967273
3,4,4021200,3000,0.963636
4,4,6803500,4500,0.956364
5,4,11212000,5100,0.978182
6,4,15862000,5600,0.967273
7,4,21175600,6800,0.978182
8,4,27470800,8400,0.974545
1,1,98300,1300,0.803636
2,1,380400,2800,0.84
3,1,872000,3500,0.810909
4,1,1489500,4600,0.807273
5,1,2289600,5400,0.825455
6,1,3344600,5800,0.818182
7,1,4614900,8000,0.821818
8,1,6785600,9700,0.818182
1,2,194700,1200,0.901818
2,2,814500,3500,0.898182
3,2,1931200,5400,0.898182
4,2,3040500,4500,0.905455
5,2,5320600,5800,0.912727
6,2,7392700,7900,0.934545
7,2,9578800,8300,0.941818
8,2,12834700,10200,0.938182
1,3,345700,1500,0.934545
2,3,1186400,2300,0.96
3,3,3127600,3100,0.949091
4,3,5005100,4200,0.956364
5,3,8433600,5200,0.967273
6,3,11395000,6000,0.974545
7,3,15897000,7000,0.974545
8,3,20644300,8700,0.970909
1,4,415500,1300,0.934545
2,4,1690400,2400,0.967273
3,4,4033400,2900,0.963636
4,4,6945900,4500,0.956364
5,4,12156400,5400,0.978182
6,4,16349400,5800,0.967273
7,4,21291900,6900,0.978182
8,4,27417400,8600,0.974545
1,1,96300,1200,0.803636
2,1,379500,2600,0.84
3,1,861700,3600,0.810909
4,1,1492700,4500,0.807273
5,1,2303900,5700,0.825455
6,1,3370300,6300,0.818182
7,1,4752800,9200,0.821818
8,1,6029800,8700,0.818182
1,2,173400,1100,0.901818
2,2,691000,2700,0.898182
3,2,1709500,3700,0.898182
4,2,3164100,4300,0.905455
5,2,4819500,5100,0.912727
6,2,6663100,7200,0.934545
7,2,9761900,8700,0.941818
8,2,12652300,8900,0.938182
1,3,303800,1300,0.934545
2,3,1171400,2200,0.96
3,3,3028400,3100,0.949091
4,3,5029500,4100,0.956364
5,3,8318100,4800,0.967273
6,3,11289100,6100,0.974545
7,3,15942700,7000,0.974545
8,3,20435900,8100,0.970909
1,4,402100,1200,0.934545
2,4,1555600,2300,0.967273
3,4,3993100,3300,0.963636
4,4,6774000,4200,0.956364
5,4,11427100,4900,0.978182
6,4,15928300,5800,0.967273
7,4,22775100,7500,0.978182
8,4,27271200,8400,0.974545
1,1,93900,1300,0.803636
2,1,373900,2700,0.84
3,1,862000,3800,0.810909
4,1,1493200,4800,0.807273
5,1,2492200,5400,0.825455
6,1,3345200,6100,0.818182
7,1,4781700,8000,0.821818
8,1,6054500,8300,0.818182
1,2,173000,1200,0.901818
2,2,690700,2500,0.898182
3,2,1710100,3500,0.898182
4,2,3061200,4200,0.905455
5,2,4797300,5400,0.912727
6,2,6559700,7100,0.934545
7,2,9684700,8200,0.941818
8,2,13233500,8700,0.938182
1,3,303600,1300,0.934545
2,3,1408000,2500,0.96
3,3,3459100,3100,0.949091
4,3,5912500,4100,0.956364
5,3,8358100,4900,0.967273
6,3,11379700,6200,0.974545
7,3,16841400,7000,0.974545
8,3,20489400,8800,0.970909
1,4,402200,1300,0.934545
2,4,1605200,2400,0.967273
3,4,4336400,3100,0.963636
4,4,6740100,4500,0.956364
5,4,11125800,4800,0.978182
6,4,15904400,5700,0.967273
7,4,21129300,6800,0.978182
8,4,27240900,8200,0.974545
1,1,129200,1300,0.803636
2,1,373100,2500,0.84
3,1,865200,3500,0.810909
4,1,1624700,4900,0.807273
5,1,2474500,5500,0.825455
6,1,3350400,5900,0.818182
7,1,4615400,8600,0.821818
8,1,6237900,8800,0.818182
1,2,177600,1000,0.901818
2,2,700400,2600,0.898182
3,2,1745400,3600,0.898182
4,2,3063100,4100,0.905455
5,2,4883900,5400,0.912727
6,2,6579300,7000,0.934545
7,2,9606500,8300,0.941818
8,2,12592000,8600,0.938182
1,3,312000,1600,0.934545
2,3,1250600,2400,0.96
3,3,3026900,2900,0.949091
4,3,5088500,4300,0.956364
5,3,8692500,5000,0.967273
6,3,11426300,6000,0.974545
7,3,15909600,7000,0.974545
8,3,20696600,8100,0.970909
1,4,414200,1300,0.934545
2,4,1575700,2400,0.967273
3,4,4060800,3500,0.963636
4,4,6875400,4100,0.956364
5,4,11200200,5100,0.978182
6,4,15899000,5600,0.967273
7,4,21099300,6900,0.978182
8,4,28664600,8200,0.974545
1,1,93700,1200,0.803636
2,1,377300,2600,0.84
3,1,865800,3700,0.810909
4,1,1503400,4600,0.807273
5,1,2336200,5400,0.825455
6,1,3381200,6000,0.818182
7,1,4668600,8300,0.821818
8,1,6079400,8300,0.818182
1,2,185900,1000,0.901818
2,2,808100,2900,0.898182
3,2,1704200,3700,0.898182
4,2,3045000,4500,0.905455
5,2,4801500,5700,0.912727
6,2,6606300,7000,0.934545
7,2,9719300,8100,0.941818
8,2,12626100,8700,0.938182
1,3,302600,1300,0.934545
2,3,1172000,2300,0.96
3,3,3064600,3300,0.949091
4,3,4996800,4600,0.956364
5,3,8444100,5000,0.967273
6,3,11362200,5900,0.974545
7,3,15770600,7100,0.974545
8,3,21447300,8400,0.970909
1,4,415500,1300,0.934545
2,4,1597700,2500,0.967273
3,4,4032300,3300,0.963636
4,4,6770700,4500,0.956364
5,4,11458600,4800,0.978182
6,4,15753900,5800,0.967273
7,4,21347000,7200,0.978182
8,4,27542700,8500,0.974545
1,1,96300,1300,0.803636
2,1,374200,2500,0.84
3,1,855600,3900,0.810909
4,1,1480000,4500,0.807273
5,1,2405700,5400,0.825455
6,1,3344300,6200,0.818182
7,1,4905700,8300,0.821818
8,1,6029100,8600,0.818182
1,2,187900,1200,0.901818
2,2,714600,2600,0.898182
3,2,1727500,3500,0.898182
4,2,3080600,4500,0.905455
5,2,4799000,5700,0.912727
6,2,6558400,6900,0.934545
7,2,9716300,8400,0.941818
8,2,12622200,8600,0.938182
1,3,302700,1200,0.934545
2,3,1233000,2500,0.96
3,3,2992800,3300,0.949091
4,3,5107800,4300,0.956364
5,3,8263600,4800,0.967273
6,3,11291400,5800,0.974545
7,3,15890300,7000,0.974545
8,3,20403100,8200,0.970909
1,4,402800,1200,0.934545
2,4,1579200,2300,0.967273
3,4,3976700,3300,0.963636
4,4,6749800,4300,0.956364
5,4,11249500,4700,0.978182
6,4,15802600,5500,0.967273
7,4,21243600,6800,0.978182
8,4,28508800,8800,0.974545
1,1,95500,1500,0.803636
2,1,452700,3300,0.84
3,1,865400,3600,0.810909
4,1,1491400,5000,0.807273
5,1,2354100,5700,0.825455
6,1,3351900,6200,0.818182
7,1,4754400,8600,0.821818
8,1,6024500,8300,0.818182
1,2,173500,1100,0.901818
2,2,688900,2500,0.898182
3,2,1698500,3700,0.898182
4,2,3065500,4400,0.905455
5,2,4786500,5600,0.912727
6,2,6581100,7000,0.934545
7,2,9667600,8200,0.941818
8,2,12638900,8300,0.938182
1,3,303200,1200,0.934545
2,3,1189600,2300,0.96
3,3,3047300,3000,0.949091
4,3,5119400,4100,0.956364
5,3,8517300,5000,0.967273
6,3,11731700,6400,0.974545
7,3,16099900,7000,0.974545
8,3,20397200,8000,0.970909
1,4,402200,1300,0.934545
2,4,1545100,2200,0.967273
3,4,4089500,3300,0.963636
4,4,6688400,4300,0.956364
5,4,11075900,4700,0.978182
6,4,15910800,5800,0.967273
7,4,21085100,6800,0.978182
8,4,27310400,7800,0.974545
1,1,93900,1200,0.803636
2,1,371700,2600,0.84
3,1,863700,3800,0.810909
4,1,1481500,4500,0.807273
5,1,2295200,5500,0.825455
6,1,3343300,6200,0.818182
7,1,4617400,8000,0.821818
8,1,6069300,8300,0.818182
1,2,177200,1000,0.901818
2,2,704200,2500,0.898182
3,2,1710300,3800,0.898182
4,2,3074400,4300,0.905455
5,2,4824600,5500,0.912727
6,2,6629600,7100,0.934545
7,2,9708800,8300,0.941818
8,2,13546500,9300,0.938182
1,3,356000,1400,0.934545
2,3,1314900,2600,0.96
3,3,3372800,3400,0.949091
4,3,5582800,4700,0.956364
5,3,8913500,5100,0.967273
6,3,11509400,6100,0.974545
7,3,16067700,6900,0.974545
8,3,20816700,8700,0.970909
1,4,453200,1400,0.934545
2,4,1728700,2400,0.967273
3,4,4431600,3600,0.963636
4,4,7424000,4600,0.956364
5,4,11150500,4700,0.978182
6,4,15905900,5700,0.967273
7,4,21154500,6900,0.978182
8,4,27656400,7900,0.974545
1,1,95900,1300,0.803636
2,1,377000,2800,0.84
3,1,908400,3800,0.810909
4,1,1517400,4500,0.807273
5,1,2295300,5400,0.825455
6,1,3398700,6200,0.818182
7,1,4678100,8000,0.821818
8,1,6039100,8800,0.818182
1,2,185200,1000,0.901818
2,2,782000,3000,0.898182
3,2,1903100,3800,0.898182
4,2,3457500,4700,0.905455
5,2,5335100,6000,0.912727
6,2,6756600,7000,0.934545
7,2,10214300,9000,0.941818
8,2,13412800,8900,0.938182
1,3,308900,1300,0.934545
2,3,1176100,2200,0.96
3,3,3003600,3100,0.949091
4,3,5082900,4100,0.956364
5,3,8338400,4600,0.967273
6,3,11347900,5800,0.974545
7,3,15832600,7000,0.974545
8,3,20379000,8100,0.970909
1,4,407600,1200,0.934545
2,4,1573800,2200,0.967273
3,4,3996700,3100,0.963636
4,4,6755800,4300,0.956364
5,4,11302000,5000,0.978182
6,4,15872000,6000,0.967273
7,4,21168100,7000,0.978182
8,4,28872000,7700,0.974545
1,1,93800,1100,0.803636
2,1,376500,2800,0.84
3,1,865700,3800,0.810909
4,1,1492600,4700,0.807273
5,1,2311400,5400,0.825455
6,1,3380800,6100,0.818182
7,1,4663600,8000,0.821818
8,1,6182500,8600,0.818182
1,2,173500,1200,0.901818
2,2,705900,2500,0.898182
3,2,1757600,3600,0.898182
4,2,3073100,4500,0.905455
5,2,4973000,5500,0.912727
6,2,6639300,7000,0.934545
7,2,9666300,8800,0.941818
8,2,12710500,8700,0.938182
1,3,302400,1200,0.934545
2,3,1214900,2400,0.96
3,3,3083700,3100,0.949091
4,3,5049300,4600,0.956364
5,3,8700800,4800,0.967273
6,3,11568000,6000,0.974545
7,3,16088700,6700,0.974545
8,3,20590200,8300,0.970909
1,4,401500,1200,0.934545
2,4,1585300,2300,0.967273
3,4,4081000,3100,0.963636
4,4,6859400,4300,0.956364
5,4,12150300,5000,0.978182
6,4,16002500,6000,0.967273
7,4,21358500,6700,0.978182
8,4,27324400,8000,0.974545
1,1,94400,1100,0.803636
2,1,449300,2700,0.84
3,1,1042000,3700,0.810909
4,1,1498100,4600,0.807273
5,1,2331700,6100,0.825455
6,1,3701100,6200,0.818182
7,1,4648100,7800,0.821818
8,1,6763700,9400,0.818182
1,2,190000,1100,0.901818
2,2,885500,2900,0.898182
3,2,1915700,3900,0.898182
4,2,3415500,4700,0.905455
5,2,4854200,5500,0.912727
6,2,7131600,7200,0.934545
7,2,9801900,8100,0.941818
8,2,12851100,8800,0.938182
1,3,302700,1900,0.934545
2,3,1203400,2400,0.96
3,3,3087600,3300,0.949091
4,3,5048900,4500,0.956364
5,3,9094700,5000,0.967273
6,3,11472100,5900,0.974545
7,3,15984000,7300,0.974545
8,3,22252800,8100,0.970909
1,4,401900,1200,0.934545
2,4,1722600,2700,0.967273
3,4,4379700,3400,0.963636
4,4,7184100,4300,0.956364
5,4,11950700,4700,0.978182
6,4,15800400,5800,0.967273
7,4,22566800,7000,0.978182
8,4,34360000,9200,0.974545
1,1,94200,1400,0.803636
2,1,372500,2700,0.84
3,1,1023200,3900,0.810909
4,1,1651900,4500,0.807273
5,1,2500500,5300,0.825455
6,1,3434200,6100,0.818182
7,1,4612900,8100,0.821818
8,1,6213900,8700,0.818182
1,2,173000,1100,0.901818
2,2,714500,2600,0.898182
3,2,1710000,3300,0.898182
4,2,3037300,4100,0.905455
5,2,4923800,5600,0.912727
6,2,6562700,7100,0.934545
7,2,9584800,8500,0.941818
8,2,12520200,8400,0.938182
1,3,303800,1200,0.934545
2,3,1164900,2300,0.96
3,3,2993400,3100,0.949091
4,3,4958500,4300,0.956364
5,3,8396100,4700,0.967273
6,3,11404900,5900,0.974545
7,3,15943100,7100,0.974545
8,3,20567900,8500,0.970909
1,4,442200,1300,0.934545
2,4,1570600,2300,0.967273
3,4,4114200,3600,0.963636
4,4,6786800,4500,0.956364
5,4,11211000,4900,0.978182
6,4,16528700,6300,0.967273
7,4,25498900,10100,0.978182
8,4,31933600,9000,0.974545
1,1,135200,1600,0.803636
2,1,538600,3300,0.84
3,1,1280700,4800,0.810909
4,1,1649600,5000,0.807273
5,1,2563700,6700,0.825455
6,1,3772300,7200,0.818182
7,1,5091500,9700,0.821818
8,1,6646400,10500,0.818182
1,2,194100,1300,0.901818
2,2,979600,4000,0.898182
3,2,1870400,4100,0.898182
4,2,4018500,6000,0.905455
5,2,5334800,7000,0.912727
6,2,7208400,8500,0.934545
7,2,11656200,9800,0.941818
8,2,14035400,9800,0.938182
1,3,337700,1800,0.934545
2,3,1307700,3200,0.96
3,3,3363500,4600,0.949091
4,3,5522200,5100,0.956364
5,3,9339800,5800,0.967273
6,3,12818700,7100,0.974545
7,3,17462200,8100,0.974545
8,3,22851300,10400,0.970909
1,4,450000,2100,0.934545
2,4,1716900,3000,0.967273
3,4,4421900,3800,0.963636
4,4,7544400,5300,0.956364
5,4,12433200,7600,0.978182
6,4,18747300,7000,0.967273
7,4,24102300,8100,0.978182
8,4,30302100,12400,0.974545
1,1,103900,1500,0.803636
2,1,419400,3300,0.84
3,1,955900,4100,0.810909
4,1,1645100,5300,0.807273
5,1,2558700,6500,0.825455
6,1,3675600,8100,0.818182
7,1,5243100,10100,0.821818
8,1,6637500,9900,0.818182
1,2,191200,1400,0.901818
2,2,774800,3200,0.898182
3,2,1884900,4300,0.898182
4,2,3440100,4700,0.905455
5,2,5682800,8600,0.912727
6,2,7222000,8700,0.934545
7,2,10558900,9900,0.941818
8,2,13856900,10200,0.938182
1,3,336000,1500,0.934545
2,3,1308300,3000,0.96
3,3,3319800,4100,0.949091
4,3,5737400,6400,0.956364
5,3,9278700,6000,0.967273
6,3,14025100,9900,0.974545
7,3,18994800,8200,0.974545
8,3,22383200,9500,0.970909
1,4,445400,1600,0.934545
2,4,1727400,2800,0.967273
3,4,5066100,4700,0.963636
4,4,7506400,5300,0.956364
5,4,12370300,6000,0.978182
6,4,19282700,7600,0.967273
7,4,24655700,10600,0.978182
8,4,29958900,9600,0.974545
1,1,105500,1700,0.803636
2,1,420300,3200,0.84
3,1,952000,4200,0.810909
4,1,1649400,5200,0.807273
5,1,2565700,6500,0.825455
6,1,3677600,7000,0.818182
7,1,5060600,8800,0.821818
8,1,7956000,10000,0.818182
1,2,190500,1300,0.901818
2,2,763200,2900,0.898182
3,2,1866800,4500,0.898182
4,2,3363000,4600,0.905455
5,2,4801300,5600,0.912727
6,2,6547600,7100,0.934545
7,2,9656500,8400,0.941818
8,2,12578600,9100,0.938182
1,3,303600,1300,0.934545
2,3,1208200,2500,0.96
3,3,2991700,3100,0.949091
4,3,5122600,4200,0.956364
5,3,8330900,4900,0.967273
6,3,11268600,6000,0.974545
7,3,16011100,7100,0.974545
8,3,20448100,7900,0.970909
1,4,403100,1500,0.934545
2,4,1553300,2400,0.967273
3,4,4016100,3100,0.963636
4,4,6773300,4200,0.956364
5,4,11244700,4800,0.978182
6,4,15910800,5800,0.967273
7,4,21132300,6900,0.978182
8,4,27114700,8100,0.974545
1,1,93700,1300,0.803636
2,1,373900,2700,0.84
3,1,855300,3700,0.810909
4,1,1484500,4500,0.807273
5,1,2303000,5400,0.825455
6,1,3339100,6100,0.818182
7,1,4825700,7900,0.821818
8,1,6017200,8300,0.818182
1,2,190700,1600,0.901818
2,2,693900,2600,0.898182
3,2,1709600,3700,0.898182
4,2,3095800,4300,0.905455
5,2,4779200,5100,0.912727
6,2,6610300,6900,0.934545
7,2,9971700,8400,0.941818
8,2,12585300,8600,0.938182
1,3,303600,1200,0.934545
2,3,1170300,2500,0.96
3,3,3059500,3300,0.949091
4,3,5085100,4500,0.956364
5,3,8462300,5000,0.967273
6,3,11465500,6700,0.974545
7,3,15925500,7100,0.974545
8,3,20423200,8200,0.970909
1,4,413000,1200,0.934545
2,4,1555400,2300,0.967273
3,4,4083600,3400,0.963636
4,4,6701600,4200,0.956364
5,4,11182400,4800,0.978182
6,4,16163300,7500,0.967273
7,4,21150000,7300,0.978182
8,4,28317400,9400,0.974545
1,1,158900,1800,0.803636
2,1,414800,2900,0.84
3,1,948000,3900,0.810909
4,1,1630500,5000,0.807273
5,1,2315400,5600,0.825455
6,1,3355300,6100,0.818182
7,1,4629500,8100,0.821818
8,1,6137300,8500,0.818182
1,2,172800,1100,0.901818
2,2,693400,2600,0.898182
3,2,1738000,3400,0.898182
4,2,3042200,4400,0.905455
5,2,4928500,5800,0.912727
6,2,6585500,7000,0.934545
7,2,9578400,7900,0.941818
8,2,12662700,8900,0.938182
1,3,303600,1300,0.934545
2,3,1186600,2300,0.96
3,3,3014500,3000,0.949091
4,3,5508500,4600,0.956364
5,3,8784200,4900,0.967273
6,3,11408600,5900,0.974545
7,3,15861500,6800,0.974545
8,3,20465700,8500,0.970909
1,4,403200,1300,0.934545
2,4,1554500,2400,0.967273
3,4,4099700,3400,0.963636
4,4,6869400,4400,0.956364
5,4,11142500,4900,0.978182
6,4,15822900,5600,0.967273
7,4,21145400,6900,0.978182
8,4,28622900,8600,0.974545
1,1,103900,1400,0.803636
2,1,382800,2700,0.84
3,1,1098400,3500,0.810909
4,1,1485000,4500,0.807273
5,1,2311500,5500,0.825455
6,1,3347200,6300,0.818182
7,1,4615800,8000,0.821818
8,1,6018200,8600,0.818182
1,2,172700,1000,0.901818
2,2,691100,2500,0.898182
3,2,1696500,3500,0.898182
4,2,3060800,4200,0.905455
5,2,4762800,5400,0.912727
6,2,6797200,6800,0.934545
7,2,9671600,8300,0.941818
8,2,12639700,8300,0.938182
1,3,302200,1200,0.934545
2,3,1166600,2400,0.96
3,3,2992800,3100,0.949091
4,3,4991900,4200,0.956364
5,3,9146800,5400,0.967273
6,3,12378400,6100,0.974545
7,3,17236300,6900,0.974545
8,3,20356000,8300,0.970909
1,4,401400,1200,0.934545
2,4,1577600,2400,0.967273
3,4,4073400,3200,0.963636
4,4,6834500,4400,0.956364
5,4,11307400,5000,0.978182
6,4,16142800,5800,0.967273
7,4,21302800,6700,0.978182
8,4,27477200,8200,0.974545
1,1,93500,1200,0.803636
2,1,389000,2600,0.84
3,1,890500,3600,0.810909
4,1,1513700,4500,0.807273
5,1,2575700,5900,0.825455
6,1,3726400,6900,0.818182
7,1,4712600,8200,0.821818
8,1,6226000,8500,0.818182
1,2,172900,1000,0.901818
2,2,693800,2600,0.898182
3,2,1787500,3500,0.898182
4,2,3064900,4100,0.905455
5,2,4856700,5500,0.912727
6,2,6616600,6900,0.934545
7,2,9580200,19700,0.941818
8,2,12813200,8900,0.938182
1,3,302200,1300,0.934545
2,3,1166800,2300,0.96
3,3,3017300,3100,0.949091
4,3,4971900,4200,0.956364
5,3,8501100,5100,0.967273
6,3,11421600,5900,0.974545
7,3,16032500,6800,0.974545
8,3,20474700,8200,0.970909
1,4,401500,1200,0.934545
2,4,1547200,2300,0.967273
3,4,4211200,3400,0.963636
4,4,6705500,4200,0.956364
5,4,11224600,5100,0.978182
6,4,15959900,5900,0.967273
7,4,21579000,7100,0.978182
8,4,27397800,8400,0.974545
1,1,95900,1200,0.803636
2,1,372900,2600,0.84
3,1,863300,3600,0.810909
4,1,1826000,4300,0.807273
5,1,2312700,5700,0.825455
6,1,3344200,6100,0.818182
7,1,4680700,8000,0.821818
8,1,6165600,8500,0.818182
1,2,172700,1100,0.901818
2,2,690800,2500,0.898182
3,2,1718300,3600,0.898182
4,2,3074500,4300,0.905455
5,2,5019100,5800,0.912727
6,2,6575700,7100,0.934545
7,2,9588400,8000,0.941818
8,2,12529100,8500,0.938182
1,3,303000,1400,0.934545
2,3,1166500,2400,0.96
3,3,2988100,3100,0.949091
4,3,5130800,4300,0.956364
5,3,8521300,4800,0.967273
6,3,11855200,5900,0.974545
7,3,16016300,6900,0.974545
8,3,20594000,8100,0.970909
1,4,427400,1300,0.934545
2,4,1552000,2300,0.967273
3,4,3996900,3400,0.963636
4,4,6739000,4700,0.956364
5,4,11449000,5500,0.978182
6,4,16083700,5700,0.967273
7,4,21748600,8700,0.978182
8,4,27209900,8500,0.974545
1,1,94000,1200,0.803636
2,1,371900,2800,0.84
3,1,864100,3900,0.810909
4,1,1480500,4500,0.807273
5,1,2286100,5500,0.825455
6,1,3425600,6200,0.818182
7,1,4611500,7900,0.821818
8,1,6043700,8400,0.818182
1,2,172200,1100,0.901818
2,2,691900,2500,0.898182
3,2,1695700,3600,0.898182
4,2,3055900,4400,0.905455
5,2,4789500,5600,0.912727
6,2,6644800,7100,0.934545
7,2,9809000,8100,0.941818
8,2,12588600,8300,0.938182
1,3,307900,1300,0.934545
2,3,1181600,2300,0.96
3,3,3320300,3400,0.949091
4,3,5018600,4900,0.956364
5,3,8274100,5300,0.967273
6,3,11954200,6400,0.974545
7,3,15997600,6900,0.974545
8,3,20638600,8300,0.970909
1,4,416600,1500,0.934545
2,4,1570200,2400,0.967273
3,4,3982300,3200,0.963636
4,4,6883800,4400,0.956364
5,4,11220600,4900,0.978182
6,4,15854100,5400,0.967273
7,4,21676300,7400,0.978182
8,4,28339600,8200,0.974545
1,1,94500,1200,0.803636
2,1,372000,2700,0.84
3,1,862900,3800,0.810909
4,1,1489300,4500,0.807273
5,1,2293300,5400,0.825455
6,1,3354400,6300,0.818182
7,1,4679100,7900,0.821818
8,1,6049900,8100,0.818182
1,2,173000,1200,0.901818
2,2,691200,2700,0.898182
3,2,1720900,3800,0.898182
4,2,3278400,4300,0.905455
5,2,4792100,5500,0.912727
6,2,6690100,7300,0.934545
7,2,9819200,8100,0.941818
8,2,12646800,9100,0.938182
1,3,305200,1300,0.934545
2,3,1195300,2300,0.96
3,3,3007300,3100,0.949091
4,3,5077600,4300,0.956364
5,3,8361600,5200,0.967273
6,3,11259200,5900,0.974545
7,3,15964700,7800,0.974545
8,3,22336200,9300,0.970909
1,4,442000,1400,0.934545
2,4,1703100,2600,0.967273
3,4,4330800,3400,0.963636
4,4,6714300,4400,0.956364
5,4,11042400,4900,0.978182
6,4,15838900,5900,0.967273
7,4,21067300,7100,0.978182
8,4,27213200,8200,0.974545
1,1,93600,1300,0.803636
2,1,376800,2700,0.84
3,1,861300,3800,0.810909
4,1,1514100,4600,0.807273
5,1,2287000,5400,0.825455
6,1,3339500,6100,0.818182
7,1,4673100,8000,0.821818
8,1,6038500,8600,0.818182
1,2,172800,1200,0.901818
2,2,690800,2600,0.898182
3,2,1713200,3900,0.898182
4,2,3069000,4300,0.905455
5,2,4779900,5400,0.912727
6,2,6548600,6900,0.934545
7,2,9769500,8300,0.941818
8,2,12590500,9100,0.938182
1,3,304200,1300,0.934545
2,3,1165900,2300,0.96
3,3,3058900,3200,0.949091
4,3,5080300,4200,0.956364
5,3,8456500,5000,0.967273
6,3,11332000,5800,0.974545
7,3,16094800,7000,0.974545
8,3,20337000,8000,0.970909
1,4,403700,1300,0.934545
2,4,1569000,2300,0.967273
3,4,4290000,3300,0.963636
4,4,6758400,4500,0.956364
5,4,11098600,5800,0.978182
6,4,16351200,6200,0.967273
7,4,21176200,7200,0.978182
8,4,27076500,7900,0.974545
1,1,94300,1300,0.803636
2,1,376000,2700,0.84
3,1,857900,3500,0.810909
