samples_proportion,x_vars_proportion,train_time,valid_time,accuracy
1,1,127400,2600,0.836364
2,1,253600,5000,0.872727
3,1,379100,7500,0.861818
4,1,505900,9700,0.869091
5,1,632400,12200,0.850909
6,1,758000,14400,0.861818
7,1,908000,17000,0.861818
8,1,1008800,19300,0.861818
1,2,146500,3000,0.916364
2,2,289100,5500,0.916364
3,2,431300,8100,0.92
4,2,576200,11000,0.916364
5,2,720600,13800,0.934545
6,2,865100,16500,0.927273
7,2,1006700,19200,0.938182
8,2,1153200,22100,0.927273
1,3,164000,3000,0.989091
2,3,323500,6000,0.992727
3,3,483400,8700,1
4,3,643900,11600,1
5,3,805400,14400,1
6,3,962800,17100,0.996364
7,3,1124300,19900,1
8,3,1281500,22600,1
1,4,199700,3000,0.996364
2,4,393300,6100,0.996364
3,4,774900,8700,0.996364
4,4,785400,11700,1
5,4,978500,14500,1
6,4,1248800,17300,1
7,4,1359700,19900,1
8,4,1549800,22600,1
1,1,127400,2500,0.836364
2,1,253600,4900,0.872727
3,1,379400,7400,0.861818
4,1,506100,9700,0.869091
5,1,632000,12200,0.850909
6,1,758000,14500,0.861818
7,1,885500,17000,0.861818
8,1,1009500,19400,0.861818
1,2,146600,2900,0.916364
2,2,288900,5500,0.916364
3,2,431400,8100,0.92
4,2,576200,11000,0.916364
5,2,720200,13800,0.934545
6,2,865800,16400,0.927273
7,2,1008400,19400,0.938182
8,2,1179500,22100,0.927273
1,3,163400,3000,0.989091
2,3,322800,5900,0.992727
3,3,483000,8800,1
4,3,667800,11600,1
5,3,803500,14300,1
6,3,1017900,23800,0.996364
7,3,1124100,19900,1
8,3,1281300,22800,1
1,4,200300,3000,0.996364
2,4,395100,6000,0.996364
3,4,611100,8600,0.996364
4,4,783600,11800,1
5,4,978400,14500,1
6,4,1171100,17300,1
7,4,1363000,20100,1
8,4,1551000,22800,1
1,1,127200,2500,0.836364
2,1,253600,4900,0.872727
3,1,378900,7400,0.861818
4,1,505500,9700,0.869091
5,1,632400,12200,0.850909
6,1,758300,14400,0.861818
7,1,884300,17000,0.861818
8,1,1009300,19300,0.861818
1,2,146400,3100,0.916364
2,2,288900,5600,0.916364
3,2,431100,8100,0.92
4,2,598800,11200,0.916364
5,2,733400,13900,0.934545
6,2,1439300,19600,0.927273
7,2,1108400,21300,0.938182
8,2,1350700,24400,0.927273
1,3,163800,3000,0.989091
2,3,322600,5900,0.992727
3,3,482300,8700,1
4,3,645700,11600,1
5,3,804900,14500,1
6,3,963500,17200,0.996364
7,3,1214400,19900,1
8,3,1280900,22800,1
1,4,200100,2900,0.996364
2,4,392700,5800,0.996364
3,4,589600,8600,0.996364
4,4,784300,11700,1
5,4,976700,14400,1
6,4,1169700,17400,1
7,4,1361300,20000,1
8,4,1552000,22500,1
1,1,127500,2500,0.836364
2,1,253900,4900,0.872727
3,1,378900,7500,0.861818
4,1,505800,9700,0.869091
5,1,631600,12100,0.850909
6,1,758000,14400,0.861818
7,1,883600,16900,0.861818
8,1,1009300,19200,0.861818
1,2,146500,2900,0.916364
2,2,390200,5500,0.916364
3,2,454800,8000,0.92
4,2,576400,11000,0.916364
5,2,719700,13800,0.934545
6,2,866400,16500,0.927273
7,2,1005900,19200,0.938182
8,2,1152500,22100,0.927273
1,3,163800,3000,0.989091
2,3,323700,6000,0.992727
3,3,482200,8700,1
4,3,644700,11700,1
5,3,804400,14200,1
6,3,964100,17100,0.996364
7,3,1154100,20100,1
8,3,1281000,22800,1
1,4,200000,3000,0.996364
2,4,392900,6000,0.996364
3,4,587800,8400,0.996364
4,4,851000,11800,1
5,4,979200,14500,1
6,4,1194900,17400,1
7,4,1586200,20800,1
8,4,1553300,22600,1
1,1,127300,2600,0.836364
2,1,253700,5000,0.872727
3,1,480600,7400,0.861818
4,1,505900,9700,0.869091
5,1,632000,12100,0.850909
6,1,758200,14500,0.861818
7,1,884400,16900,0.861818
8,1,1009300,19400,0.861818
1,2,146400,2900,0.916364
2,2,289000,5600,0.916364
3,2,431100,8200,0.92
4,2,670300,11100,0.916364
5,2,720500,13600,0.934545
6,2,866900,16500,0.927273
7,2,1006700,19000,0.938182
8,2,1509400,22000,0.927273
1,3,163400,3000,0.989091
2,3,322400,5900,0.992727
3,3,482600,8600,1
4,3,645500,11500,1
5,3,804300,14300,1
6,3,962100,16900,0.996364
7,3,1254800,19900,1
8,3,1280300,22700,1
1,4,200000,3000,0.996364
2,4,392800,6000,0.996364
3,4,587700,8500,0.996364
4,4,783800,11800,1
5,4,978500,14500,1
6,4,1539400,17700,1
7,4,1362800,20100,1
8,4,1550800,22700,1
1,1,127900,2500,0.836364
2,1,253600,4900,0.872727
3,1,379200,7300,0.861818
4,1,505800,9700,0.869091
5,1,632000,12100,0.850909
6,1,758600,14500,0.861818
7,1,1169900,18600,0.861818
8,1,1009200,19300,0.861818
1,2,146600,3000,0.916364
2,2,289200,5600,0.916364
3,2,431900,8100,0.92
4,2,576200,11200,0.916364
5,2,719900,13700,0.934545
6,2,866400,16500,0.927273
7,2,1007000,19400,0.938182
8,2,1152200,22000,0.927273
1,3,164100,3000,0.989091
2,3,323600,5900,0.992727
3,3,482900,8600,1
4,3,644200,11600,1
5,3,803300,14100,1
6,3,963700,17000,0.996364
7,3,1123000,19800,1
8,3,1280700,22800,1
1,4,200600,3100,0.996364
2,4,393100,5900,0.996364
3,4,587400,8600,0.996364
4,4,785600,11900,1
5,4,978300,14400,1
6,4,1195600,17300,1
7,4,1384700,20000,1
8,4,1549300,22500,1
1,1,127200,2500,0.836364
2,1,253500,4900,0.872727
3,1,379200,7500,0.861818
4,1,505800,9700,0.869091
5,1,632400,12100,0.850909
6,1,757800,14600,0.861818
7,1,883800,17000,0.861818
8,1,1009600,19400,0.861818
1,2,146600,2900,0.916364
2,2,288400,5600,0.916364
3,2,430600,8100,0.92
4,2,577400,11200,0.916364
5,2,720300,13800,0.934545
6,2,889600,16500,0.927273
7,2,1033200,19200,0.938182
8,2,1153400,22200,0.927273
1,3,163800,3000,0.989091
2,3,322700,5800,0.992727
3,3,481800,8700,1
4,3,644800,11600,1
5,3,803800,14200,1
6,3,962100,17100,0.996364
7,3,1125200,19900,1
8,3,1280800,22700,1
1,4,199700,3100,0.996364
2,4,394400,5900,0.996364
3,4,588400,8700,0.996364
4,4,784100,11800,1
5,4,976800,14500,1
6,4,1174600,17400,1
7,4,1362200,20100,1
8,4,1646500,22700,1
1,1,127500,2600,0.836364
2,1,275600,5000,0.872727
3,1,379100,7300,0.861818
4,1,505500,9600,0.869091
5,1,714500,12300,0.850909
6,1,757600,14600,0.861818
7,1,907900,16800,0.861818
8,1,1009100,19200,0.861818
1,2,146600,3000,0.916364
2,2,289800,5500,0.916364
3,2,431000,8100,0.92
4,2,575000,11100,0.916364
5,2,720100,13600,0.934545
6,2,867100,16500,0.927273
7,2,1006800,19200,0.938182
8,2,1152200,21900,0.927273
1,3,163400,3100,0.989091
2,3,323000,5900,0.992727
3,3,482500,8800,1
4,3,643700,11600,1
5,3,874900,14300,1
6,3,963300,17100,0.996364
7,3,1123800,19900,1
8,3,1280800,22700,1
1,4,200100,3100,0.996364
2,4,393400,6000,0.996364
3,4,587000,8500,0.996364
4,4,784400,11800,1
5,4,977900,14400,1
6,4,1167700,17300,1
7,4,1363400,20200,1
8,4,1551500,22600,1
1,1,127300,2500,0.836364
2,1,253500,5000,0.872727
3,1,379300,7400,0.861818
4,1,505800,9600,0.869091
5,1,631900,12200,0.850909
6,1,757700,14600,0.861818
7,1,884100,16900,0.861818
8,1,1026500,19400,0.861818
1,2,146500,2900,0.916364
2,2,289000,5500,0.916364
3,2,431400,8100,0.92
4,2,599900,11100,0.916364
5,2,721500,13900,0.934545
6,2,865100,16300,0.927273
7,2,1005500,19200,0.938182
8,2,1176000,22000,0.927273
1,3,163400,3100,0.989091
2,3,322500,5900,0.992727
3,3,482000,8600,1
4,3,645600,11700,1
5,3,804800,14200,1
6,3,962600,17000,0.996364
7,3,1184900,20000,1
8,3,1282600,23000,1
1,4,199400,3000,0.996364
2,4,392200,6000,0.996364
3,4,588200,8700,0.996364
4,4,784400,11600,1
5,4,978900,14500,1
6,4,1172200,17300,1
7,4,1362500,20000,1
8,4,1549700,22700,1
